ORF ID,Gene Name,Class(1:essential 2:nonessential 3:unknown),Alternative Name,Map Position,Start(BP),End(BP),Length,Direction(0:+ 1:-),Ncbi ID,Product,Swissprot Acc No,Note
3129,rpmA,1,"b3185,ECK3174,f85,JW3152,rpz",71.79129791,"3,330,884","3,331,141",258,1,1789576,50S ribosomal subunit protein L27,P02427;,GO_component: GO:0005737 - cytoplasm; GO_function: GO:0003735 - structural constituent of ribosome; GO_process: GO:0006412 - translation
3130,rplU,1,"b3186,ECK3175,f103,JW3153",71.79730225,"3,331,162","3,331,473",312,1,1789577,50S ribosomal subunit protein L21,P02422;,GO_component: GO:0005737 - cytoplasm; GO_function: GO:0003735 - structural constituent of ribosome; GO_process: GO:0006412 - translation
3131,ispB,1,"b3187,cel,ECK3176,JW3154,o323,yhbD",71.80960083,"3,331,732","3,332,703",972,0,1789578,octaprenyl diphosphate synthase,"P19641;,Q8FD78;,Q8X9K0;",
3133,murA,1,"b3189,ECK3178,f419,JW3156,mrbA,murZ",71.84249878,"3,333,257","3,334,516","1,260",1,1789580,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,"P28909;,Q8X9J9;",first step in murein biosynthesis;UDP-N-glucosamine 1-carboxyvinyltransferase; GO_component: GO:0009274 - peptidoglycan-based cell wall; GO_process: GO:0009252 - peptidoglycan biosynthetic process
3142,kdsC,1,"b3198,ECK3187,JW3165,o188,yrbI,yrbJ",71.99420166,"3,340,295","3,340,861",567,0,2367202,3-deoxy-D-manno-octulosonate 8-phosphate phosphatase,"P45396; P45398;,Q8FD72; Q83JF3;",
3143,lptC,1,"b3199,ECK3188,JW3166,o191,yrbK",72.00630188,"3,340,858","3,341,433",576,0,1789591,"lipopolysaccharide export, IM-tethered periplasmic protein of the LptBFGC export complex",P45397;,
3144,lptA,1,"b3200,ECK3189,JW3167,o185,yhbN",72.01799774,"3,341,402","3,341,959",558,0,1789592,periplasmic LPS-binding protein,P38685;,
3145,lptB,1,"b3201,ECK3190,JW3168,o241,yhbG",72.03019714,"3,341,966","3,342,691",726,0,1789593,lipopolysaccharide export ABC transporter ATP-binding protein of the LptBFGC export complex,P31220;,putative ATP-binding component of a transport system; GO_component: GO:0005737 - cytoplasm
3174,rpsI,1,"b3230,ECK3219,f130,JW3199",72.7602005,"3,375,837","3,376,229",393,1,1789625,30S ribosomal subunit protein S9,P02363;,GO_component: GO:0005737 - cytoplasm; GO_function: GO:0003735 - structural constituent of ribosome; GO_process: GO:0006412 - translation
3175,rplM,1,"b3231,ECK3220,f142,JW3200",72.76899719,"3,376,245","3,376,673",429,1,1789626,50S ribosomal subunit protein L13,P02410;,GO_component: GO:0005737 - cytoplasm; GO_function: GO:0003735 - structural constituent of ribosome; GO_process: GO:0006412 - translation
3179,degS,1,"b3235,ECK3224,hhoB,htrH,JW3204,o355",72.85469818,"3,380,222","3,381,289","1,068",0,1789630,"serine endoprotease, periplasmic","P31137;,Q8CVN8;",protease; GO_component: GO:0042597 - periplasmic space; GO_function: GO:0008233 - peptidase activity; GO_process: GO:0006508 - proteolysis
3193,mreD,1,"b3249,ECK3237,f162,JW3218",73.20359802,"3,396,409","3,396,897",489,1,1789647,cell wall structural complex MreBCD transmembrane component MreD,P16927;,rod shape-determining protein; GO_component: GO:0009274 - peptidoglycan-based cell wall; GO_component: GO:0019866 - organelle inner membrane; GO_process: GO:0009252 - peptidoglycan biosynthetic process
3194,mreC,1,"b3250,ECK3238,JW3219",73.2141037,"3,396,897","3,398,000","1,104",1,1789648,cell wall structural complex MreBCD transmembrane component MreC,"P16926; P13028;,Q8FD45;,Q8X9D1;",rod shape-determining protein; GO_component: GO:0009274 - peptidoglycan-based cell wall; GO_process: GO:0009252 - peptidoglycan biosynthetic process
3195,mreB,1,"b3251,ECK3239,envB,f367,JW3220,mon,rodY",73.23930359,"3,398,066","3,399,109","1,044",1,87082236,"cell wall structural complex MreBCD, actin-like component MreB","P13519; P76678;,Q8X9C9;","regulator of ftsI, penicillin binding protein 3, septation function; GO_process: GO:0042493 - response to drug"
3199,accB,1,"b3255,ECK3242,fabE,JW3223,o156",73.35549927,"3,403,458","3,403,928",471,0,1789653,"acetyl CoA carboxylase, BCCP subunit",P02905;,"acetylCoA carboxylase, BCCP subunit; carrier of biotin; GO_process: GO:0042966 - biotin carboxyl carrier protein biosynthetic process"
3200,accC,1,"b3256,ECK3243,fabG,JW3224,o449",73.36589813,"3,403,939","3,405,288","1,350",0,1789654,"acetyl-CoA carboxylase, biotin carboxylase subunit","P24182;,P25716; P78221;,Q8FD40;,Q8X8I5;,Q8X9B6;","acetyl CoA carboxylase, biotin carboxylase subunit; GO_component: GO:0005737 - cytoplasm"
3219,tsaC,1,"b3282,ECK3269,f190,JW3243,rimN,yrdC",73.90309906,"3,428,865","3,429,437",573,1,2367210,"tRNA(ANN) t(6)A37 threonylcarbamoyladenosine modification protein, threonine-dependent ADP-forming ATPase","P45748;,Q8FD17;,Q8X8F8;",
3224,def,1,"b3287,ECK3273,fms,JW3248,o169",73.96450043,"3,431,712","3,432,221",510,0,1789682,peptide deformylase,P27251;,GO_process: GO:0006464 - protein modification process
3225,fmt,1,"b3288,ECK3274,JW3249,o315,yhdD",73.97579956,"3,432,236","3,433,183",948,0,1789683,10-formyltetrahydrofolate:L-methionyl-tRNA(fMet) N-formyltransferase,"P23882; P77040;,Q8FD13;,Q8X8F1;",GO_component: GO:0005737 - cytoplasm; GO_process: GO:0009451 - RNA modification
3231,rplQ,1,"b3294,ECK3281,f127,JW3256",74.09220123,"3,437,638","3,438,021",384,1,1789689,50S ribosomal subunit protein L17,P02416;,GO_component: GO:0005737 - cytoplasm; GO_function: GO:0003735 - structural constituent of ribosome; GO_process: GO:0006412 - translation
3232,rpoA,1,"b3295,ECK3282,f329,JW3257,pez,phs,sez",74.10140228,"3,438,062","3,439,051",990,1,1789690,"RNA polymerase, alpha subunit",P00574;,GO_component: GO:0005737 - cytoplasm; GO_process: GO:0006350 - transcription
3233,rpsD,1,"b3296,ECK3283,f206,JW3258,ramA,sud",74.12319946,"3,439,077","3,439,697",621,1,1789691,30S ribosomal subunit protein S4,P02354;,GO_component: GO:0005737 - cytoplasm; GO_function: GO:0003735 - structural constituent of ribosome; GO_process: GO:0006412 - translation
3234,rpsK,1,"b3297,ECK3284,f129,JW3259",74.13729858,"3,439,731","3,440,120",390,1,1789692,30S ribosomal subunit protein S11,P02366;,GO_component: GO:0005737 - cytoplasm; GO_function: GO:0003735 - structural constituent of ribosome; GO_process: GO:0006412 - translation
3235,rpsM,1,"b3298,ECK3285,f118,JW3260",74.14610291,"3,440,137","3,440,493",357,1,1789693,30S ribosomal subunit protein S13,P02369;,GO_component: GO:0005737 - cytoplasm; GO_function: GO:0003735 - structural constituent of ribosome; GO_process: GO:0006412 - translation
3237,secY,1,"b3300,ECK3287,f443,JW3262,prlA",74.16010284,"3,440,788","3,442,119","1,332",1,1789696,preprotein translocase membrane subunit,P03844;,putative ATPase subunit of translocase; GO_component: GO:0009274 - peptidoglycan-based cell wall; GO_component: GO:0019866 - organelle inner membrane
3238,rplO,1,"b3301,ECK3288,f144,JW3263",74.18900299,"3,442,127","3,442,561",435,1,1789697,50S ribosomal subunit protein L15,"P02413;,Q8XFN6;",GO_component: GO:0005737 - cytoplasm; GO_function: GO:0003735 - structural constituent of ribosome; GO_process: GO:0006412 - translation
3239,rpmD,1,"b3302,ECK3289,f59,JW3264",74.1984024,"3,442,565","3,442,744",180,1,1789698,50S ribosomal subunit protein L30,P02430;,GO_component: GO:0005737 - cytoplasm; GO_function: GO:0003735 - structural constituent of ribosome; GO_process: GO:0006412 - translation
3240,rpsE,1,"b3303,ECK3290,eps,f167,JW3265,spc,spcA",74.20240021,"3,442,748","3,443,251",504,1,1789699,30S ribosomal subunit protein S5,P02356; O54299;,GO_component: GO:0005737 - cytoplasm; GO_function: GO:0003735 - structural constituent of ribosome; GO_process: GO:0006412 - translation
3241,rplR,1,"b3304,ECK3291,f117,JW3266",74.21350098,"3,443,266","3,443,619",354,1,1789700,50S ribosomal subunit protein L18,P02419;,GO_component: GO:0005737 - cytoplasm; GO_function: GO:0003735 - structural constituent of ribosome; GO_process: GO:0006412 - translation
3242,rplF,1,"b3305,ECK3292,f177,JW3267",74.22129822,"3,443,629","3,444,162",534,1,1789701,50S ribosomal subunit protein L6,P02390;,GO_component: GO:0005737 - cytoplasm; GO_function: GO:0003735 - structural constituent of ribosome; GO_process: GO:0006412 - translation
3243,rpsH,1,"b3306,ECK3293,f130,JW3268",74.23310089,"3,444,175","3,444,567",393,1,1789702,30S ribosomal subunit protein S8,P02361;,"30S ribosomal subunit protein S8, and regulator; GO_component: GO:0005737 - cytoplasm; GO_function: GO:0003735 - structural constituent of ribosome; GO_process: GO:0006412 - translation; GO_process: GO:0009386 - translational attenuation"
3244,rpsN,1,"b3307,ECK3294,f101,JW3269",74.24230194,"3,444,601","3,444,906",306,1,1789703,30S ribosomal subunit protein S14,P02370;,GO_component: GO:0005737 - cytoplasm; GO_function: GO:0003735 - structural constituent of ribosome; GO_process: GO:0006412 - translation
3245,rplE,1,"b3308,ECK3295,f179,JW3270",74.24919891,"3,444,921","3,445,460",540,1,1789704,50S ribosomal subunit protein L5,"P62399; P02389;,P62400; P02389;,P62401; P02389;",GO_component: GO:0005737 - cytoplasm; GO_function: GO:0003735 - structural constituent of ribosome; GO_process: GO:0006412 - translation
3246,rplX,1,"b3309,ECK3296,f104,JW3271",74.26110077,"3,445,475","3,445,789",315,1,1789705,50S ribosomal subunit protein L24,"P60624; P02425; P37438;,P60625; P02425; P37438;,Q8FD03;",GO_component: GO:0005737 - cytoplasm; GO_function: GO:0003735 - structural constituent of ribosome; GO_process: GO:0006412 - translation
3247,rplN,1,"b3310,ECK3297,f123,JW3272",74.26809692,"3,445,800","3,446,171",372,1,1789706,50S ribosomal subunit protein L14,P02411;,GO_component: GO:0005737 - cytoplasm; GO_function: GO:0003735 - structural constituent of ribosome; GO_process: GO:0006412 - translation
3248,rpsQ,1,"b3311,ECK3298,f84,JW3273,neaA",74.27970123,"3,446,336","3,446,590",255,1,1789707,30S ribosomal subunit protein S17,P02373;,GO_component: GO:0005737 - cytoplasm; GO_function: GO:0003735 - structural constituent of ribosome; GO_process: GO:0006412 - translation
3249,rpmC,1,"b3312,ECK3299,f63,JW3274",74.28520203,"3,446,590","3,446,781",192,1,1789708,50S ribosomal subunit protein L29,P02429;,GO_component: GO:0005737 - cytoplasm; GO_function: GO:0003735 - structural constituent of ribosome; GO_process: GO:0006412 - translation
3250,rplP,1,"b3313,ECK3300,f136,JW3275",74.28929901,"3,446,781","3,447,191",411,1,1789709,50S ribosomal subunit protein L16,P02414;,GO_component: GO:0005737 - cytoplasm; GO_function: GO:0003735 - structural constituent of ribosome; GO_process: GO:0006412 - translation
3251,rpsC,1,"b3314,ECK3301,f233,JW3276",74.29840088,"3,447,204","3,447,905",702,1,1789710,30S ribosomal subunit protein S3,P02352;,GO_component: GO:0005737 - cytoplasm; GO_function: GO:0003735 - structural constituent of ribosome; GO_process: GO:0006412 - translation
3252,rplV,1,"b3315,ECK3302,eryB,f110,JW3277",74.31390381,"3,447,923","3,448,255",333,1,1789711,50S ribosomal subunit protein L22,"P61175; P02423;,P61176; P02423;,P61177; P02423;",GO_component: GO:0005737 - cytoplasm; GO_function: GO:0003735 - structural constituent of ribosome; GO_process: GO:0006412 - translation
3253,rpsS,1,"b3316,ECK3303,f92,JW3278",74.3214035,"3,448,270","3,448,548",279,1,1789712,30S ribosomal subunit protein S19,P02375;,GO_component: GO:0005737 - cytoplasm; GO_function: GO:0003735 - structural constituent of ribosome; GO_process: GO:0006412 - translation
3254,rplB,1,"b3317,ECK3304,f273,JW3279",74.32769775,"3,448,565","3,449,386",822,1,1789713,50S ribosomal subunit protein L2,"P60422; P02387;,P60423; P02387;,P60424; P02387;",GO_component: GO:0005737 - cytoplasm; GO_function: GO:0003735 - structural constituent of ribosome; GO_process: GO:0006412 - translation
3255,rplW,1,"b3318,ECK3305,f100,JW3280",74.34580231,"3,449,404","3,449,706",303,1,1789714,50S ribosomal subunit protein L23,P02424;,GO_component: GO:0005737 - cytoplasm; GO_function: GO:0003735 - structural constituent of ribosome; GO_process: GO:0006412 - translation
3256,rplD,1,"b3319,ECK3306,eryA,f201,JW3281",74.35230255,"3,449,703","3,450,308",606,1,1789715,50S ribosomal subunit protein L4,"P60723; P02388;,P60724; P02388;,P60725; P02388;","50S ribosomal subunit protein L4, regulates expression of S10 operon; GO_component: GO:0005737 - cytoplasm; GO_function: GO:0003735 - structural constituent of ribosome; GO_process: GO:0006412 - translation; GO_process: GO:0006355 - regulation of transcription, DNA-dependent; GO_process: GO:0009386 - translational attenuation"
3257,rplC,1,"b3320,ECK3307,f209,JW3282",74.3655014,"3,450,319","3,450,948",630,1,1789716,50S ribosomal subunit protein L3,"P60438; P02386;,P60439; P02386;,P60440; P02386;",GO_component: GO:0005737 - cytoplasm; GO_function: GO:0003735 - structural constituent of ribosome; GO_process: GO:0006412 - translation
3258,rpsJ,1,"b3321,ECK3308,f103,JW3283,nusE",74.37979889,"3,450,981","3,451,292",312,1,1789717,30S ribosomal subunit protein S10,P02364;,GO_component: GO:0005737 - cytoplasm; GO_function: GO:0003735 - structural constituent of ribosome; GO_process: GO:0006412 - translation
3277,fusA,1,"b3340,ECK3327,f704,far,fus,JW3302",74.77729797,"3,469,422","3,471,536","2,115",1,1789738,"protein chain elongation factor EF-G, GTP-binding",P02996; Q9F439;,GTP-binding protein chain elongation factor EF-G; GO_component: GO:0005737 - cytoplasm; GO_process: GO:0006412 - translation
3278,rpsG,1,"b3341,ECK3328,f179,JW3303",74.8234024,"3,471,564","3,472,103",540,1,1789739,30S ribosomal subunit protein S7,"P02359;,Q8X887;","30S ribosomal subunit protein S7, initiates assembly; GO_component: GO:0005737 - cytoplasm; GO_function: GO:0003735 - structural constituent of ribosome; GO_process: GO:0006412 - translation"
3279,rpsL,1,"asuB,b3342,ECK3329,f124,JW3304,strA",74.83709717,"3,472,200","3,472,574",375,1,1789740,30S ribosomal subunit protein S12,P02367; Q9F5N3;,GO_component: GO:0005737 - cytoplasm; GO_function: GO:0003735 - structural constituent of ribosome; GO_process: GO:0006412 - translation
3321,trpS,1,"b3384,ECK3371,f334,JW3347",75.66600037,"3,510,656","3,511,660","1,005",1,1789786,tryptophanyl-tRNA synthetase,"P00954;,Q8X832;",tryptophan tRNA synthetase; GO_component: GO:0005737 - cytoplasm; GO_process: GO:0006418 - tRNA aminoacylation for protein translation
3335,yrfF,1,"b3398,ECK3385,igaA,JW3361,mucM,o711,umoB",75.96420288,"3,524,491","3,526,626","2,136",0,1789801,inner membrane protein,"P45800;,P58720;,Q8FCU9;",putative dehydrogenase
3370,asd,1,"b3433,dap,ECK3419,f367,hom,JW3396",76.9838028,"3,571,798","3,572,901","1,104",1,1789841,"aspartate-semialdehyde dehydrogenase, NAD(P)-binding","P00353;,Q8FCR6;",aspartate-semialdehyde dehydrogenase; GO_process: GO:0009089 - lysine biosynthetic process via diaminopimelate; GO_process: GO:0009088 - threonine biosynthetic process; GO_process: GO:0009086 - methionine biosynthetic process; GO_process: GO:0009090 - homoserine biosynthetic process
3398,rpoH,1,"b3461,ECK3445,fam,hin,htpR,JW3426",77.54750061,"3,597,952","3,598,806",855,1,1789871,"RNA polymerase, sigma 32 (sigma H) factor",P00580;,"RNA polymerase, sigma(32) factor; regulation of proteins induced at high temperatures; GO_component: GO:0005737 - cytoplasm; GO_process: GO:0006350 - transcription; GO_process: GO:0009266 - response to temperature stimulus"
3399,ftsX,1,"b3462,ECK3446,ftsS,JW3427",77.57119751,"3,599,051","3,600,109","1,059",1,1789872,putative transporter subunit: membrane component of ABC superfamily,"P10122;,Q8X6R6;",cell division membrane protein; GO_component: GO:0009274 - peptidoglycan-based cell wall; GO_component: GO:0019866 - organelle inner membrane
3400,ftsE,1,"b3463,ECK3447,JW3428",77.59380341,"3,600,102","3,600,770",669,1,1789873,putative transporter subunit: ATP-binding component of ABC superfamily,P10115;,ATP-binding component of a membrane-associated complex involved in cell division; GO_component: GO:0005737 - cytoplasm
3401,ftsY,1,"b3464,ECK3448,JW3429",77.60829926,"3,600,773","3,602,266","1,494",1,1789874,Signal Recognition Particle (SRP) receptor,"P10121;,Q8FCP0;,Q8X6R2;",cell division membrane protein; GO_component: GO:0009274 - peptidoglycan-based cell wall; GO_component: GO:0019866 - organelle inner membrane
3495,glyS,1,"act,b3559,ECK3547,gly,gly-act,glyS,glySb,JW3530",80.18560028,"3,720,351","3,722,420","2,070",1,1789982,"glycine tRNA synthetase, beta subunit","P00961;,P09374;,Q8XDN7;",GO_component: GO:0005737 - cytoplasm; GO_process: GO:0006418 - tRNA aminoacylation for protein translation
3496,glyQ,1,"b3560,cfcA,ECK3548,glyS,glySa,JW3531",80.23040009,"3,722,430","3,723,341",912,1,1789983,"glycine tRNA synthetase, alpha subunit","P00960;,Q8XDN6;",GO_component: GO:0005737 - cytoplasm; GO_process: GO:0006418 - tRNA aminoacylation for protein translation
3544,gpsA,1,"b3608,ECK3598,JW3583",81.48560333,"3,780,665","3,781,684","1,020",1,1790037,glycerol-3-phosphate dehydrogenase (NAD+),P37606;,GO_component: GO:0005737 - cytoplasm; GO_process: GO:0006071 - glycerol metabolic process; GO_process: GO:0006793 - phosphorus metabolic process
3569,waaA,1,"b3633,ECK3623,JW3608,kdtA,o425",82.04370117,"3,806,563","3,807,840","1,278",0,1790064,3-deoxy-D-manno-octulosonic-acid transferase (KDO transferase),P23282;,"GO_component: GO:0009274 - peptidoglycan-based cell wall; GO_function: GO:0042280 - cell surface antigen activity, host-interacting; GO_process: GO:0009245 - lipid A biosynthetic process; GO_process: GO:0009244 - lipopolysaccharide core region biosynthetic process; GO_process: GO:0009248 - K antigen biosynthetic process"
3570,coaD,1,"b3634,ECK3624,JW3609,kdtB,o159,yicA",82.0714035,"3,807,848","3,808,327",480,0,1790065,pantetheine-phosphate adenylyltransferase,"P23875;,Q8FC88;","GO_function: GO:0042280 - cell surface antigen activity, host-interacting"
3573,rpmB,1,"b3637,ECK3627,f78,JW3612",82.10620117,"3,809,461","3,809,697",237,1,1790068,50S ribosomal subunit protein L28,P02428;,GO_component: GO:0005737 - cytoplasm; GO_function: GO:0003735 - structural constituent of ribosome; GO_process: GO:0006412 - translation
3575,dfp,1,"b3639,coaBC,dnaS,dut,ECK3629,JW5642,o430",82.13410187,"3,810,754","3,811,974","1,221",0,87082301,"fused 4'-phosphopantothenoylcysteinedecarboxylase/phosphopantothenoylcysteine synthetase, FMN-binding","P06968;,P24285; P76718;,Q8XDA1;,Q8XDA2;",flavoprotein affecting synthesis of DNA and pantothenate metabolism; GO_component: GO:0005737 - cytoplasm; GO_process: GO:0015937 - coenzyme A biosynthetic process; GO_process: GO:0006261 - DNA-dependent DNA replication
3576,dut,1,"b3640,dnaS,ECK3630,JW3615,o151,sof",82.16000366,"3,811,955","3,812,410",456,0,1790071,deoxyuridinetriphosphatase,"P06968;,Q8XDA1;","GO_process: GO:0015949 - nucleobase, nucleoside and nucleotide interconversion"
3584,gmk,1,"b3648,ECK3638,JW3623,o207,spoR",82.32150269,"3,819,451","3,820,074",624,0,1790080,guanylate kinase,"P60546; P24234;,P60547; P24234;,Q8XD88;","GO_component: GO:0005737 - cytoplasm; GO_process: GO:0015949 - nucleobase, nucleoside and nucleotide interconversion; GO_process: GO:0009152 - purine ribonucleotide biosynthetic process"
3585,spoT,1,"b3650,ECK3640,JW3625,o702",82.34249878,"3,820,423","3,822,531","2,109",0,1790082,"bifunctional (p)ppGpp synthetase II/ guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase","P17580;,Q8CXX1;","(p)ppGpp synthetase II; also guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase; GO_component: GO:0005737 - cytoplasm; GO_function: GO:0008233 - peptidase activity; GO_process: GO:0015949 - nucleobase, nucleoside and nucleotide interconversion; GO_process: GO:0042594 - response to starvation"
3635,gyrB,1,"acrB,b3699,Cou,ECK3691,f804,himB,hisU,hopA,JW5625,nalC,nalD,parA,pcbA,pcpA",83.53450012,"3,875,728","3,878,142","2,415",1,48994957,"DNA gyrase, subunit B","P06982; O08438;,Q8FBV7;","DNA gyrase subunit B, type II topoisomerase, ATPase activity; GO_component: GO:0005737 - cytoplasm; GO_process: GO:0006261 - DNA-dependent DNA replication; GO_process: GO:0006350 - transcription"
3637,dnaN,1,"b3701,ECK3693,f366,JW3678",83.61029816,"3,879,244","3,880,344","1,101",1,1790136,"DNA polymerase III, beta subunit",P00583;,"DNA polymerase III, beta-subunit; GO_component: GO:0005737 - cytoplasm; GO_process: GO:0006261 - DNA-dependent DNA replication"
3638,dnaA,1,"b3702,ECK3694,hsm-2,JW3679",83.63410187,"3,880,349","3,881,752","1,404",1,2367267,"chromosomal replication initiator protein DnaA, DNA-binding transcriptional dual regulator","P03004; P78122;,Q8XBZ3;",DNA biosynthesis; initiation of chromosome replication; can be transcription regulator; GO_component: GO:0005737 - cytoplasm; GO_process: GO:0006261 - DNA-dependent DNA replication
3639,rpmH,1,"b3703,ECK3695,JW3680,o46,rimA,ssaF",83.67739868,"3,882,359","3,882,499",141,0,1790138,50S ribosomal subunit protein L34,P02437;,GO_component: GO:0005737 - cytoplasm; GO_function: GO:0003735 - structural constituent of ribosome; GO_process: GO:0006412 - translation
3640,rnpA,1,"b3704,ECK3696,JW3681,o119",83.68080139,"3,882,516","3,882,875",360,0,1790139,protein C5 component of RNase P,"P06277;,P22847;,Q8FBV5;,Q8XB43;","RNase P is an essential enzyme responsible for the processing of the 5' ends of precursors to tRNA, 4.5S RNA, and other naturally occurring stable RNA molecules; RNase P also affects gene expression of polycistronic operon mRNAs; GO_component: GO:0005737 - cytoplasm; GO_process: GO:0006401 - RNA catabolic process; GO_process: GO:0009451 - RNA modification"
3641,yidC,1,"b3705,ECK3698,JW3683,oxaA",83.69329834,"3,883,099","3,884,745","1,647",0,1790140,membrane protein insertase,"P25714;,Q8FBV4; Q8XB42;",60 KD inner-membrane protein; GO_component: GO:0009274 - peptidoglycan-based cell wall; GO_component: GO:0019866 - organelle inner membrane
3665,glmS,1,"b3729,ECK3722,f609,JW3707",84.27020264,"3,909,862","3,911,691","1,830",1,1790167,L-glutamine:D-fructose-6-phosphate aminotransferase,"P17169; P76745;,Q8FBT4;,Q8XEG2;","GO_component: GO:0009274 - peptidoglycan-based cell wall; GO_component: GO:0005737 - cytoplasm; GO_function: GO:0042280 - cell surface antigen activity, host-interacting; GO_process: GO:0009243 - O antigen biosynthetic process; GO_process: GO:0009252 - peptidoglycan biosynthetic process; GO_process: GO:0046349 - amino sugar biosynthetic process"
3666,glmU,1,"b3730,ECK3723,f51,JW3708,tms,yieA,yijQ",84.31310272,"3,911,853","3,913,223","1,371",1,1790168,fused N-acetyl glucosamine-1-phosphateuridyltransferase/glucosamine-1-phosphate acetyl transferase,"P17114; P76746;,Q8FBT3;","N-acetyl glucosamine-1-phosphate uridyltransferase; GO_component: GO:0009274 - peptidoglycan-based cell wall; GO_component: GO:0005737 - cytoplasm; GO_function: GO:0042280 - cell surface antigen activity, host-interacting; GO_process: GO:0009243 - O antigen biosynthetic process; GO_process: GO:0009252 - peptidoglycan biosynthetic process; GO_process: GO:0009226 - nucleotide-sugar biosynthetic process; GO_process: GO:0009246 - enterobacterial common antigen biosynthetic process; GO_process: GO:0009310 - amine catabolic process"
64,trpT,1,"b3761,ECK3755,JWR0087,su7,su8,su9,supU,supV",85.02709961,"3,944,980","3,945,055",76,0,,tRNA-Trp,,anticodon: CCA
3712,rho,1,"b3783,ECK3775,hdf,JW3756,nitA,nusD,psuA,rnsA,rnsC,sbaA,sun,tabC,tsu",85.44650269,"3,964,440","3,965,699","1,260",0,1790217,transcription termination factor,"P03002; Q48357;,P21338; P77101;",transcription termination factor Rho; polarity suppressor; GO_component: GO:0005737 - cytoplasm; GO_function: GO:0016564 - transcription repressor activity; GO_process: GO:0006350 - transcription
65,argX,1,"b3796,ECK3789,JWR0088",85.79049683,"3,980,398","3,980,474",77,0,,tRNA-Arg,,anticodon: CCG
66,hisR,1,"b3797,ECK3790,JWR0089",85.79329681,"3,980,532","3,980,608",77,0,,tRNA-His,,anticodon: GUG
68,proM,1,"b3799,ECK3792,JWR0091,proU",85.79820251,"3,980,758","3,980,834",77,0,,tRNA-Pro,,anticodon: UGG
3731,hemD,1,"b3804,ECK3798,JW3776",85.93509674,"3,987,111","3,987,851",741,1,1790236,uroporphyrinogen III synthase,"P09126; Q47250;,Q8FBP2;,Q8XAP5;",
3732,hemC,1,"b3805,ECK3799,f320,JW5932,popE",85.9509964,"3,987,848","3,988,789",942,1,48994974,hydroxymethylbilane synthase,"P06983; P78125;,Q8FBP1;,Q8XAP3;",porphobilinogen deaminase = hydroxymethylbilane synthase
3776,hemG,1,"b3850,ECK3842,JW3827,o181,yihB",86.91619873,"4,032,631","4,033,176",546,0,1790285,"protoporphyrin oxidase, flavoprotein",P27863;,protoporphyrin oxidase
2608,polA,1,"b2651,b3863,ECK3855,JW3835,o43,resA",87.18260193,"4,044,989","4,047,775","2,787",0,1790294,fused DNA polymerase I 5'->3' polymerase/3'->5'exonuclease/5'->3' exonuclease,,"DNA polymerase I, 3' --> 5' polymerase, 5' --> 3' and 3' --> 5' exonuclease; GO_component: GO:0005737 - cytoplasm; GO_process: GO:0006261 - DNA-dependent DNA replication"
3785,yihA,1,"b3865,ECK3857,engB,f199,JW5930",87.25090027,"4,048,156","4,048,788",633,1,145693205,GTP-binding protein required for normal cell division,P24253; P76771;,GTPase essential for cell cycle; GO_process: GO:0007049 - cell cycle
3853,ftsN,1,"b3933,ECK3925,f319,JW3904,msgA",88.80799866,"4,120,403","4,121,362",960,1,1790368,essential cell division protein,"P29131;,Q8FBB9;,Q8X789;",GO_component: GO:0019866 - organelle inner membrane
3855,priA,1,"b3935,ECK3927,f732,JW3906,srgA",88.85610199,"4,122,635","4,124,833","2,199",1,1790370,Primosome factor n' (replication factor Y),"P17888;,Q8FBB8;,Q8X779;",primosomal protein N'(= factor Y)(putative helicase); GO_component: GO:0005737 - cytoplasm; GO_process: GO:0006261 - DNA-dependent DNA replication
3887,murI,1,"b3967,dga,ECK3959,glr,JW5550,mbrC,o289,yijA",89.7358017,"4,163,451","4,164,308",858,0,87082355,glutamate racemase,"P22634; P78133;,Q8FB89;,Q8X713;","glutamate racemase, required for biosynthesis of D-glutamate and peptidoglycan; GO_component: GO:0009274 - peptidoglycan-based cell wall; GO_process: GO:0009252 - peptidoglycan biosynthetic process"
3888,murB,1,"b3972,ECK3964,JW3940,mrbA,yijB",89.87870026,"4,170,080","4,171,108","1,029",0,1790407,"UDP-N-acetylenolpyruvoylglucosamine reductase, FAD-binding","P08373;,Q8FB88;,Q8X711;",UDP-N-acetylenolpyruvoylglucosamine reductase; GO_component: GO:0009274 - peptidoglycan-based cell wall; GO_component: GO:0005737 - cytoplasm; GO_process: GO:0009252 - peptidoglycan biosynthetic process
3889,birA,1,"b3973,bioR,dhbB,ECK3965,JW3941",89.90080261,"4,171,105","4,172,070",966,0,1790408,"bifunctional biotin-[acetylCoA carboxylase]holoenzyme synthetase/ DNA-binding transcriptional repressor, bio-5'-AMP-binding","P06709;,Q8FB87;,Q8X709;",biotin-[acetylCoA carboxylase] holoenzyme synthetase and biotin operon repressor; GO_component: GO:0005737 - cytoplasm; GO_function: GO:0016564 - transcription repressor activity; GO_process: GO:0009102 - biotin biosynthetic process; GO_process: GO:0006350 - transcription
